defined_class	defined_class_label	french_term	definition	definition_source	act_source
GCDE:0045764	non-portfolio property	établissement d’enseignement agréé	the same meaning as in subsection 122.11;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045765	publicly-traded liability	programme de formation admissible	of an entity, means a liability that is a security of the entity, that is not equity of the entity and that is listed or traded on a stock exchange or other public market.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045766	public market	étudiant admissible	the same meaning as in subsection 122.11;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045767	qualified REIT property	programme de formation déterminé	of a trust at any time, means a property that, at that time, is held by the trust and isa a real or immovable property that is capital property, an eligible resale property, an indebtedness of a Canadian corporation represented by a bankers  acceptance, a property described by paragraph a or b of the definition qualified investment in section 204 or a deposit with a credit union;b a security of a subject entity all or substantially all of the gross REIT revenue of which, for its taxation year that ends in the trust s taxation year that includes that time, is from maintaining, improving, leasing or managing real or immovable properties that are capital properties of the trust or of an entity of which the trust holds a share or an interest, including real or immovable properties that the trust, or an entity of which the trust holds a share or an interest, holds together with one or more other persons or partnerships;c a security of a subject entity, if the entity holds no property other thani legal title to real or immovable property of the trust or of another subject entity all of the securities of which are held by the trust including real or immovable property that the trust or the other subject entity holds together with one or more other persons or partnerships, andii property described in paragraph d; ord ancillary to the earning by the trust of amounts described in subparagraphs bi and iii of the definition real estate investment trust, other thani an equity of an entity, orii a mortgage, hypothecary claim, mezzanine loan or similar obligation.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045768	real or immovable property	revenu gagné au cours de l’année dans une province	of a taxpayer,a includesi a security held by the taxpayer, if the security is a security of a trust that satisfies or of any other entity that would, if it were a trust, satisfy the conditions set out in paragraphs a to d of the definition real estate investment trust, orii an interest in real property or a real right in immovables other than a right to a rental or royalty described in paragraph d or e of the definition  Canadian resource property  in subsection 6615; butb does not include any depreciable property, other thani a property included, otherwise than by an election permitted by regulation, in Class 1, 3 or 31 of Schedule II to the Income Tax Regulations,ii a property ancillary to the ownership or utilization of a property described in subparagraph i, oriii a lease in, or a leasehold interest in respect of, land or property described in subparagraph i.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045769	regulated innovative capital	montant exclu	equity of a trust, wherea since November 2006, the equity has been authorized, by the Superintendent of Financial Institutions or by a provincial regulatory authority having powers similar to those of the Superintendent, as Tier 1 or Tier 2 capital of a financial institution as defined by subsection 1811;b the terms and conditions of the equity have not changed after August 1, 2008;c the trust has not issued any equity after October 31, 2006; andd the trust does not hold any non-portfolio property other thani liabilities of the financial institution, andii shares of the capital stock of the financial institution that were acquired by the trust for the sole purpose of satisfying a right to require the trust to accept, as demanded by a holder of the equity, the surrender of the equity.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045770	SIFT trust	entreprise exclue	the meaning assigned by section 122.1;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045771	subject entity	actions exclues	a person or partnership that isa a corporation resident in Canada;b a trust resident in Canada;c a Canadian resident partnership; ord a non-resident person, or a partnership that is not described in paragraph c, the principal source of income of which is one or any combination of sources in Canada.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045772	unaffiliated publicly-traded liability	rendement raisonnable	of an entity at any time means a publicly-traded liability of the entity if, at that time the total fair market value of all publicly-traded liabilities of the entity that are held at that time by persons or partnerships that are not affiliated with the entity is at least 90% of the total fair market value of all publicly-traded liabilities of the entity.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045773	specified employer	entreprise liée	a a person resident in Canada,b a partnership in which interests that exceed in total value 10% of the fair market value of all interests in the partnership are owned by persons resident in Canada or corporations controlled by persons resident in Canada, orc a corporation that is a foreign affiliate of a person resident in Canada;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045774	tax otherwise payable under this Part for the year	rendement exonéré	the amount that, but for this section, sections 120 and 120.2, subsection 120.42 and sections 121, 126, 127 and 127.4, would be the tax payable under this Part for the year.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045775	adjusted income	particulier source	of an individual for a taxation year, means the total of all amounts each of which would be the income for the year of the individual or of the person who was the individual s cohabiting spouse or common-law partner at the end of the year if in computing that income no amount werea includedi under paragraph 561q.1 or subsection 566,ii in respect of any gain from a disposition of property to which section 79 applies, oriii in respect of a gain described in subsection 403.21, orb deductible under paragraph 201ww or 60y or z;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045776	return of income	particulier déterminé	in respect of a person for a taxation year, means the person s return of income other than a return of income under subsection 702 or 10423, paragraph 1282e or subsection 1504 that is required to be filed for the taxation year or that would be required to be filed if the person had tax payable under this Part for the taxation year.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045777	working income	revenu fractionné	of an individual for a taxation year, means the total ofa the total of all amounts each of which would, if this Act were read without reference to section 8, be the individual s income for the taxation year from an office or employment,b all amounts that are included because of paragraph 561n or o or subparagraph 561rv in computing the individual s income for a period in the taxation year, andc the total of all amounts each of which is the individual s income for the taxation year from a business carried on by the individual otherwise than as a specified member of a partnership.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045778	cohabiting spouse or common-law partner	bénéficiaire	of an individual at any time, has the same meaning as in section 122.6.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045779	qualified dependant	bénéficiaire optant	of an individual in relation to a month specified for a taxation year, means a person who at the beginning of the specified montha is the individual s child or is dependent for support on the individual or on the individual s cohabiting spouse or common-law partner;b resides with the individual;c is under the age of 19 years;d is not an eligible individual in relation to the specified month; ande is not a qualified relation of any individual in relation to the specified month.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045780	qualified relation	fiducie admissible pour personne handicapée	of an individual in relation to a month specified for a taxation year, means the person, if any, who, at the beginning of the specified month, is the individual s cohabiting spouse or common-law partner.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045781	eligible educator	montant de distribution imposable	in respect of a taxation year, means an individual who, at any time during the taxation year,a is employed in Canada as a teacher or an early childhood educator ati an elementary or secondary school, orii a regulated child care facility; andb holds a valid and recognized in the province or territory in which the individual is employedi teaching certificate, licence, permit or diploma, orii certificate or diploma in early childhood education.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045782	eligible supplies expense	bien de revente admissible	of an eligible educator for a taxation year, means an amount other than any amount deducted in computing any person s income for any taxation year or any amount otherwise included in computing a deduction from any person s tax payable under this Act for any taxation year paid by the eligible educator in the taxation year for teaching supplies to the extent that a the teaching supplies werei purchased by the eligible educator for the purpose of teaching or facilitating students  learning, andii directly consumed or used in the performance of the duties of the eligible educator s employment; andb the eligible educator is not entitled to receive a reimbursement, allowance or any other form of assistance other than an amount that is included in computing the income for any taxation year of the eligible educator and that is not deductible in computing the taxable income of the eligible educator in respect of the amount paid.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045783	teaching supplies	entité	a consumable supplies; andb prescribed durable goods.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045784	eligible dwelling	capitaux propres	of a qualifying individual, for a renovation period taxation year, means a housing unit including the land subjacent to the housing unit and the immediately contiguous land, but not including the portion of that land that exceeds the greater of   hectare and the portion of that land that is necessary for the use and enjoyment of the housing unit as a residence located in Canada ifa the qualifying individual or a qualifying relation of the qualifying individual or a trust under which the qualifying individual or a qualifying relation is a beneficiary owns   whether jointly with another person or otherwise   at any time in the renovation period taxation year, the housing unit; andb the housing unit is ordinarily inhabited, or is reasonably expected to be ordinarily inhabited, within 12 months after the end of the renovation periodi by the qualifying individual, andii by a qualifying relation of the qualifying individual.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045785	qualifying expenditure	valeur des capitaux propres	an outlay or expense prescribed by regulation that is made or incurred by an eligible entity during the qualifying period in the course of the eligible entity s ordinary commercial activities.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045786	qualifying relation	filiale exclue	of a qualifying individual for a renovation period taxation year, means an individual whoa has attained the age of 18 years before the end of the renovation period taxation year; andb at any time in the renovation period taxation year, is a parent, grandparent, child, grandchild, brother, sister, aunt, uncle, niece or nephew of either the qualifying individual or the cohabiting spouse or common-law partner as defined in section 122.6 of the qualifying individual.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045787	renovation period	revenu brut de FPI	for a qualifying renovation of an eligible dwelling, means a period thata begins at the time that the first qualifying expenditure is made or incurred in respect of the qualifying renovation, andb ends at the time of the completion of the qualifying renovation.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045788	renovation period taxation year	placement	the taxation year in which the renovation period in respect of a qualifying renovation ends.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045789	secondary unit	gains hors portefeuille	a self-contained housing unit thata has a private entrance, kitchen, bathroom and sleeping area,b if applicable, meets any local requirements to qualify as a secondary dwelling unit, andc meets prescribed conditions, if any.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045790	bank or life insurer group member	bien hors portefeuille	a corporation that isa a bank;b a life insurance corporation that carries on business in Canada; orc a financial institution as defined in subsection 1901 that is related to any corporation described in paragraph a or b.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045791	taxable income earned in the year in a province	dette transigée publiquement	the amount determined under rules prescribed for the purpose by regulations made on the recommendation of the Minister of Finance.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045792	active asset	marché public	of a particular corporation at any time, means property that isa used at that time principally in an active business carried on primarily in Canada by the particular corporation or by a Canadian-controlled private corporation that is related to the particular corporation,b a share of the capital stock of another corporation if, at that time,i the other corporation is connected with the particular corporation within the meaning assigned by subsection 1864 on the assumption that the other corporation is at that time a payer corporation within the meaning of that subsection, andii the share would be a qualified small business corporation share as defined in subsection 110.61 ifA the references in that definition to an  individual  were references to the particular corporation, andB that definition were read without reference to  the individual s spouse or common-law partner , orc an interest in a partnership, ifi at that time, the fair market value of the particular corporation s interest in the partnership is equal to or greater than 10% of the total fair market value of all interests in the partnership,ii throughout the 24 month period ending before that time, more than 50% of the fair market value of the property of the partnership was attributable to property described in this paragraph or in paragraph a or b, andiii at that time, all or substantially all of the fair market value of the property of the partnership was attributable to property described in this paragraph or in paragraph a or b;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045793	active business carried on by a corporation	bien admissible de FPI	any business carried on by the corporation other than a specified investment business or a personal services business and includes an adventure or concern in the nature of trade;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045794	adjusted aggregate investment income	fiducie de placement immobilier	of a corporation other than a corporation that is deemed not to be a private corporation by subsection 1361 or 1377 or section 141.1 for a taxation year, means the amount that would be the aggregate investment income as defined in subsection 1294 of the corporation for the year, ifa paragraph a of that definition read as follows:a the amount, if any, by whichi the eligible portion of the corporation s taxable capital gains other than taxable capital gains from the disposition of property that is, at the time of disposition, an active asset of the corporation for the yearexceedsii the eligible portion of its allowable capital losses other than allowable capital losses from the disposition of property that is, at the time of disposition, an active asset of the corporation for the year, orb subparagraph biii of that definition read as follows:iii a dividend from a corporation connected with it within the meaning assigned by subsection 1864 on the assumption that the corporation is at that time a payer corporation within the meaning of that subsection, andc paragraph a of the definition income or loss in subsection 1294 read as follows:a includesi the income or loss from a specified investment business carried on by it, andii amounts in respect of a life insurance policy that are included in computing the corporation s income for the year, to the extent that the amounts would not otherwise be included in the computation of the corporation s aggregate investment income, butandd no amount were deducted under subsection 914 by the corporation in computing its income for the year;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045795	Canadian-controlled private corporation	bien immeuble ou réel	the meaning assigned by subsection 1257;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045796	designated member	capital innovateur réglementé	of a particular partnership in a taxation year, means a Canadian-controlled private corporation that provides directly or indirectly, in any manner whatever services or property to the particular partnership at any time in the corporation s taxation year where, at any time in the year, a the corporation is not a member of the particular partnership, andb eitheri one of its shareholders holds a direct or indirect interest in the particular partnership, orii if subparagraph i does not apply,A the corporation does not deal at arm s length with a person that holds a direct or indirect interest in the particular partnership, andB it is not the case that all or substantially all of the corporation s income for the year from an active business is from providing services or property toI persons with which the corporation deals at arm s length, orII partnerships other than the particular partnership with which the corporation deals at arm s length, other than a partnership in which a person that does not deal at arm s length with the corporation holds a direct or indirect interest;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045797	income of the corporation for the year from an active business	fiducie intermédiaire de placement déterminée	the total ofa the corporation s income for the year from an active business carried on by it including any income for the year pertaining to or incident to that business, other than income for the year from a source in Canada that is a property within the meaning assigned by subsection 1294, andb the amount, if any, included under subsection 1210.2 in computing the corporation s income for the year;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045798	specified farming or fishing income	entité déterminée	of a particular corporation for a taxation year, means income of the particular corporation other than an amount included in the particular corporation s income under subsection 1357, ifa the income is from the sale of the farming products or fishing catches of the particular corporation s farming or fishing business to another corporation, andb the particular corporation deals at arm s length with the other corporation;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045799	specified investment business	dette non affiliée transigée publiquement	the meaning assigned by subsection 1257;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045800	adjusted business income	employeur déterminé	of a corporation for a taxation year, has the same meaning as in Part LII of the Income Tax Regulations.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045801	cost of capital	impôt qu’il est par ailleurs tenu de payer pour l’année en vertu de la présente partie	of a corporation for a taxation year, has the same meaning as in Part LII of the Income Tax Regulations.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045802	cost of labour	revenu rajusté	of a corporation for a taxation year, has the same meaning as in Part LII of the Income Tax Regulations.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045803	zero-emission technology manufacturing profits	particulier admissible	of a corporation for a taxation year, means the amount determined by the formulaA   B   CwhereAis the corporation s adjusted business income for the taxation year;Bis the fraction determined by the formulaD   EwhereDis the total of the corporation s ZETM cost of capital and ZETM cost of labour for the taxation year, andEis the total of the corporation s cost of capital and cost of labour for the taxation year; andCisa if the fraction determined for B is at least 0.9, the fraction determined by the formulaF   GwhereFis the amount determined for E, andGis the amount determined for D; andb 1, in any other case.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045804	ZETM cost of capital	déclaration de revenu	of a corporation for a taxation year, has the same meaning as in Part LII of the Income Tax Regulations.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045805	ZETM cost of labour	revenu modifié	of a corporation for a taxation year, has the same meaning as in Part LII of the Income Tax Regulations.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045806	Canadian film or video production	établissement d’enseignement agréé	the meaning assigned by regulation.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045807	Canadian film or video production certificate	revenu de travail	a certificate issued in respect of a production by the Minister of Canadian Heritage certifying that the production is a Canadian film or video production in respect of which that Minister is satisfied that, except where the production is a treaty co-production as defined in subsection 11063 of the Income Tax Regulations, an acceptable share of revenues from the exploitation of the production in non-Canadian markets is, under the terms of any agreement, retained bya a qualified corporation that owns or owned an interest in, or for civil law a right in, the production;b a prescribed taxable Canadian corporation related to the qualified corporation; orc any combination of corporations described in paragraph a or b.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045808	labour expenditure	époux ou conjoint de fait visé	of a corporation for a taxation year in respect of a Canadian film or video production, means, in the case of a corporation that is not a qualified corporation for the taxation year, nil, and in the case of a corporation that is a qualified corporation for the taxation year, subject to subsection 2, the total of the following amounts to the extent that they are reasonable in the circumstances and included in the cost to, or in the case of depreciable property the capital cost to, the corporation, or any other person or partnership, of the production:a the salary or wages directly attributable to the production that are incurred after 1994 and in the taxation year, or the preceding taxation year, by the corporation for the stages of production of the property, from the production commencement time to the end of the post-production stage, and paid by it in the taxation year or within 60 days after the end of the taxation year other than amounts incurred in that preceding taxation year that were paid within 60 days after the end of that preceding taxation year,b that portion of the remuneration other than salary or wages and other than remuneration that relates to services rendered in the preceding taxation year and that was paid within 60 days after the end of that preceding taxation year that is directly attributable to the production of property, that relates to services rendered after 1994 and in the taxation year, or that preceding taxation year, to the corporation for the stages of production, from the production commencement time to the end of the post-production stage, and that is paid by it in the taxation year or within 60 days after the end of the taxation year toi an individual who is not an employee of the corporation, to the extent that the amount paidA is attributable to services personally rendered by the individual for the production of the property, orB is attributable to and does not exceed the salary or wages of the individual s employees for personally rendering services for the production of the property,ii another taxable Canadian corporation, to the extent that the amount paid is attributable to and does not exceed the salary or wages of the other corporation s employees for personally rendering services for the production of the property,iii another taxable Canadian corporation all the issued and outstanding shares of the capital stock of which except directors  qualifying shares belong to an individual and the activities of which consist principally of the provision of the individual s services, to the extent that the amount paid is attributable to services rendered personally by the individual for the production of the property, oriv a partnership that is carrying on business in Canada, to the extent that the amount paidA is attributable to services personally rendered by an individual who is a member of the partnership for the production of the property, orB is attributable to and does not exceed the salary or wages of the partnership s employees for personally rendering services for the production of the property, andc wherei the corporation is a subsidiary wholly-owned corporation of another taxable Canadian corporation in this section referred to as the  parent , andii the corporation and the parent have agreed that this paragraph apply in respect of the production,the reimbursement made by the corporation in the year, or within 60 days after the end of the year, of an expenditure that was incurred by the parent in a particular taxation year of the parent in respect of that production and that would be included in the labour expenditure of the corporation in respect of the property for the particular taxation year because of paragraph a or b ifiii the corporation had had such a particular taxation year, andiv the expenditure were incurred by the corporation for the same purpose as it was by the parent and were paid at the same time and to the same person or partnership as it was by the parent.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045809	production commencement time	particulier admissible	in respect of a Canadian film or video production, means the earlier ofa the time at which principal photography of the production begins, andb the latest ofi the time at which a qualified corporation that has an interest in, or for civil law a right in, the production, or the parent of the corporation, first makes an expenditure for salary or wages or other remuneration for activities, of scriptwriters, that are directly attributable to the development by the corporation of script material of the production,ii the time at which the corporation or the parent of the corporation acquires a property, on which the production is based, that is a published literary work, screenplay, play, personal history or all or part of the script material of the production, andiii two years before the date on which principal photography of the production begins.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045810	qualified labour expenditure	personne à charge admissible	of a corporation for a taxation year in respect of a Canadian film or video production, means the lesser ofa the amount, if any, by whichi the total ofA the labour expenditure of the corporation for the year in respect of the production, andB the amount by which the total of all amounts each of which is the labour expenditure of the corporation for a preceding taxation year in respect of the production exceeds the total of all amounts each of which is a qualified labour expenditure of the corporation in respect of the production for a preceding taxation year before the end of which the principal filming or taping of the production beganexceedsii where the corporation is a parent, the total of all amounts each of which is an amount that is the subject of an agreement in respect of the production referred to in paragraph c of the definition labour expenditure between the corporation and its wholly-owned corporation, andb the amount determined by the formulaA - BwhereAis 60% of the amount by whichi the total of all amounts each of which is an expenditure by the corporation in respect of the production that is included in the cost to, or in the case of depreciable property the capital cost to, the corporation or any other person or partnership of the production at the end of the taxation year,exceedsii the total of all amounts each of which is an amount of assistance in respect of that cost that, at the time of the filing of its return of income for the year, the corporation or any other person or partnership has received, is entitled to receive or can reasonably be expected to receive, that has not been repaid before that time pursuant to a legal obligation to do so and that does not otherwise reduce that cost, andBis the total of all amounts each of which is the qualified labour expenditure of the corporation in respect of the production for a preceding taxation year before the end of which the principal filming or taping of the production began.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045811	script material	proche admissible	in respect of a production, means written material describing the story on which the production is based and, for greater certainty, includes a draft script, an original story, a screen story, a narration, a television production concept, an outline or a scene-by-scene schematic, synopsis or treatment.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045812	accredited film or video production certificate	déclaration de revenu	in respect of a film or video production, means a certificate issued by the Minister of Canadian Heritage certifying that the production is an accredited production.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045813	accredited production	éducateur admissible	the meaning assigned by regulation.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045814	eligible production corporation	dépense admissible	in respect of an accredited production for a taxation year, means a corporation, the activities of which in the year in Canada are primarily the carrying on through a permanent establishment as defined by regulation in Canada of a film or video production business or a film or video production services business and thata owns the copyright in the accredited production throughout the period during which the production is produced in Canada, orb has contracted directly with the owner of the copyright in the accredited production to provide production services in respect of the production, where the owner of the copyright is not an eligible production corporation in respect of the production,except a corporation that is, at any time in the year,c a person all or part of whose taxable income is exempt from tax under this Part,d controlled directly or indirectly in any manner whatever by one or more persons all or part of whose taxable income is exempt from tax under this Part, ore prescribed to be a labour-sponsored venture capital corporation for the purpose of section 127.4.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045815	eligible newsroom employee	fournitures scolaires	in respect of a qualifying journalism organization in a taxation year, means an individual whoa is employed by the organization in the taxation year;b works, on average, a minimum of 26 hours per week throughout the portion of the taxation year in which the individual is employed by the organization;c at any time in the taxation year, has been, or is reasonably expected to be, employed by the organization for a minimum period of 40 consecutive weeks that includes that time;d spends at least 75% of their time engaged in the production of original written news content, including by researching, collecting information, verifying facts, photographing, writing, editing, designing and otherwise preparing content; ande meets any prescribed conditions.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0045816	qualifying labour expenditure	logement admissible	of a taxpayer for a taxation year in respect of an eligible newsroom employee, means the lesser ofa the amount determined by the formula$55,000   A/365whereAis the lesser of 365 and the number of days in the taxation year in which the taxpayer is a qualifying journalism organization, andb the amount determined by the formulaA   BwhereAis the salary or wages payable by the taxpayer to the eligible newsroom employee in respect of the portion of the taxation year throughout which the taxpayer is a qualifying journalism organization, andBis the total of all amounts each of which is an amount of assistance thati the taxpayer has received, is entitled to receive or can reasonably be expected to receive, in respect of amounts described in A, andii has not been repaid before the end of the year pursuant to a legal obligation to do so.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
