ID	Label	Entity Short Form	Tags	Type	SubType	Description	OrgClass	OrgSubType	Portfolio	URL	Source of Entry	Admin Notes	Data Provider	Record Status	Last Modified By	Created	French Entity Full Name	French Short Form	French Description	French URL
GCDE:0000654	Position Paper: A Canadian Framework for Data Reuse		Climate	Learning Resources	Framework	This Centre for International Governance Innovation CIGI paper argues that although Canada is making progress in protecting consumers against data misuse, it needs to turn its attention to enabling data reuse.	Government of Canada			https://www.cigionline.org/publications/canadian-framework-data-reuse/				Legacy	Thom Kearney	7/26/2021	Exposé de position : Un cadre canadien pour la réutilisation des données (disponible en anglais seulement)		Cet article du Centre pour linnovation dans la gouvernance internationale CIGI soutient que, même si le Canada fait des progrs dans la protection des consommateurs contre lutilisation abusive des donnes, il doit se concentrer sur la rutilisation des donnes. Autrement dit, un cadre national pour la rutilisation des donnes est ncessaire pour grer les risques associs au partage des donnes.	https://www.cigionline.org/publications/canadian-framework-data-reuse/
GCDE:0004712	Post-Secondary Co-op/Internship Program – Information for Managers		HR, DataTalent	Programs and Services	Programs	Hire top students wholl bring the latest skills, expertise and knowledge in their field to your public service job opportunities. Partner with academic institutions to fill fulltime, temporary jobs or placements, and enjoy the benefits. As a hiring manager, youll work directly with program coordinators at academic institutions to identify coop or internship students who qualify for your job opportunity. Youll also need the guidance of your HR advisor.	Government of Canada			https://www.canada.ca/en/public-service-commission/services/staffing-assessment-tools-resources/human-resources-specialists-hiring-managers/recruitment-options-managers/student-recruitment/post-secondary-coop-Internship-program.html				Legacy	Thom Kearney	3/23/2022	Programme postsecondaire d’enseignement coopératif/de stages — Information à l’intention des gestionnaires		Embauchez les meilleurs tudiants, qui enrichiront la fonction publique des comptences, de lexpertise et des connaissances de pointe acquises dans leur domaine dtudes. Faites quipe avec des tablissements denseignement pour fournir des stages ou pourvoir des postes  temps plein et temporaires, et profitez des avantages suivants. En tant que gestionnaire dembauche, vous travaillerez directement avec les coordonnateurs des tablissements denseignement afin de slectionner des tudiants inscrits au Programme coopde stages qui ont les qualifications ncessaires pour votre occasion demploi. Vous aurez galement besoin de laide de votre conseiller en ressources humaines.	https://www.canada.ca/fr/commission-fonction-publique/services/outils-ressources-dotation-evaluation/specialistes-ressources-humaines-gestionnaires-embaucheurs/options-recrutement-gestionnaires/recrutement-etudiants/programme-postsecondaire-enseignement-cooperatif-internat.html
GCDE:0000178	Poverty Reduction Strategy 		Indigenous, WOGDataDrivers	Policy Instruments	Strategies	The Poverty Reduction Strategy brings together investments that the Government has already made in the social and economic wellbeing of Canadians since 2015.	GC Interdepartmental			https://www.canada.ca/en/employment-social-development/programs/poverty-reduction.html#:~:text=%20The%20Poverty%20Reduction%20Strategy%20introduced%2012%20indicators,youth%20in%20employment%2C%20education%20or%20training%20More%20	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Stratégie canadienne de réduction de la pauvreté		La Stratgie canadienne de rduction de la pauvret regroupe les fonds que le gouvernement a dj verss pour le bienêtre social et conomique des Canadiens depuis 2015.	https://www.canada.ca/fr/emploi-developpement-social/programmes/reduction-pauvrete.html
GCDE:0004506	Precipitation Percentile		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/78b65ae0-fe1e-40ac-9d1d-ed4c7aaa0684	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0002004	Prince Edward Island Government 		PTGovernment, Climate, OpenGov	Organizations	Other Government		PT+ FN							Legacy	Thom Kearney	12/6/2021	Gouvernement de l'Île-du-Prince-Édouard 			
GCDE:0000158	Principles respecting the GoC relationship with Indigenous Peoples		Indigenous, Climate	Policy Instruments	Guidelines	Principles are a starting point to support efforts to end the denial of Indigenous rights that led to disempowerment and assimilationist policies and practices. They seek to turn the page in an often troubled relationship by advancing fundamental change whereby Indigenous peoples increasingly live in strong and healthy communities with thriving cultures.	PT+ FN			https://www.justice.gc.ca/eng/csj-sjc/principles-principes.html	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Principes régissant la relation du Gouvernement du Canada avec les peuples autochtones		Ces principes constituent un point de dpart pour appuyer les efforts visant  mettre fin au nonrespect des droits des Autochtones qui a donn lieu  des politiques et  des pratiques de dresponsabilisation et dassimilation. Ils visent  tourner la page sur des rapports souvent difficiles, en tentant de susciter des changements radicaux qui permettront aux peuples autochtones de vivre dans des collectivits de plus en plus fortes et saines où leur culture pourra spanouir. Pour raliser ce changement, il faut reconnaître que les nations autochtones sont autonomes, autogres et de plus en plus autosuffisantes et quelles aspirent  juste titre  ne plus être marginalises, rglementes et administres aux termes de la Loi sur les Indiens et dinstruments semblables.	https://www.justice.gc.ca/fra/sjc-csj/principes-principles.html
GCDE:0004936	Priorities for Advancing the Government of Canada Data Agenda		Governance	Knowledge Sharing Product		Blog post by by Stephen Burt, Chief Data Officer of Canada, Treasury Board of Canada Secretariat	Government of Canada			https://gccollab.ca/blog/view/13043649/priorities-for-advancing-the-government-of-canada-data-agenda-priorit-s-pour-faire-progresser-le-programme-de-donn-es-du-gouvernement-du-canada				Legacy	Thom Kearney	5/27/2022				
GCDE:0000825	Privacy Act		Governance, DataCentric 	Policy Instruments	Legislation	The purpose of this Act is to extend the present laws of Canada that protect the privacy of individuals with respect to personal information about themselves held by a government institution and that provide individuals with a right of access to that information.	Government of Canada			https://laws-lois.justice.gc.ca/ENG/ACTS/P-21/index.html				Legacy	Thom Kearney	9/15/2021	Loi sur la protection des renseignements personnels		La prsente loi a pour objet de complter la lgislation canadienne en matire de protection des renseignements personnels relevant des institutions fdrales et de droit daccs des individus aux renseignements personnels qui les concernent.	https://laws-lois.justice.gc.ca/fra/lois/p-21/index.html
GCDE:0000064	Privy Council Office (PCO)	PCO	ProvidesServicesToIndigenous, Indigenous, Climate, DataTalent, Governance, AI, DataLiteracy , DataCentric , DigitalAmbition	Organizations	Government of Canada	PCO serves Canada and Canadians by providing advice and support to the Prime Minister, portfolio ministers, and Cabinet.	Government of Canada	Central Agency	Government Operations	https://www.canada.ca/en/privy-council.html	Original Prototype			Legacy	Thom Kearney	1/27/2021	Bureau du Conseil privé (BCP)		Le BCP a pour mandat de servir le Canada et la population canadienne en conseillant et en appuyant le premier ministre, les ministres du portefeuille et le Cabinet.  Les trois rôles principaux du BCP sont les suivants   Conseiller de manire professionnelle et non partisane le premier ministre, les ministres du portefeuille, le Cabinet ainsi que ses comits sur les questions denvergure nationale et internationale. Assurer le bon fonctionnement du processus dcisionnel du Cabinet et contribuer  la mise en œuvre du programme du gouvernement. Encourager un rendement lev et la responsabilisation au sein de la fonction publique.	https://www.canada.ca/fr/conseil-prive.html
GCDE:0004507	Probability of 10-day precipitation above 100mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/b49c92a1-ef0b-45d2-b662-b956b86506da	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004508	Probability of 10-day precipitation above 10mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/385255f7-3218-4f31-9121-7143b8d0d236	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004509	Probability of 10-day precipitation above 150mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/75745708-a69d-45ff-a758-3a27fe2bf817	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004510	Probability of Cool wave days for cool season/overwintering crops (<5°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/d0c98f87-63f1-43d4-900a-9f3d11d1e614	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004511	Probability of Cool wave days for warm season crops (< 10°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/c9750569-bc8d-4c0b-a6ea-2af3ccbdab29	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004512	Probability of daily precipitation above 10mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/52a36209-a2ce-4c37-a0f8-25e673a707b4	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004513	Probability of daily precipitation above 25mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/cee7bd84-907c-45ac-899e-a7b7eb4120c9	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004514	Probability of daily precipitation above 2mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/0fbf0deb-2fc1-48fb-8a4b-0b062f318544	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004515	Probability of Drying Day Occurrence		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/f7306730-c382-425a-996b-4c328ddb6400	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004516	Probability of Effective growing season degree days above 100 for cool season crops -  in 2 weeks		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/f6c7c0f7-f772-424e-94a8-89cf83c25d2d	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004517	Probability of Effective growing season degree days above 100 for warm season crops -  for 2 weeks		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/c0c0db31-1110-4b06-84e1-d51a536eb34c	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004518	Probability of Effective growing season degree days above 175 for cool season crops -  in 2 weeks		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/3306faea-957c-478d-a1d6-2e69a0d58f64	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004519	Probability of Effective growing season degree days above 175 for warm season crops -  for 2 weeks		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/93309f9b-035c-4ea3-a305-4e71de573a0b	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004520	Probability of Effective growing season degree days above 250 for cool season crops -  in 2 weeks		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/744bc182-9611-4d9d-ad61-d3ab62018f45	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004521	Probability of Effective growing season degree days above 250 for warm season crops -  for 2 weeks		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/f4347db7-666a-4a95-bc9b-ba00d051a9a3	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004522	Probability of frost for cool season/overwintering crops (<-2°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/4e66a708-0ace-49e6-b4dd-9767a287a37b	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004523	Probability of frost for warm season crops ( <0°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/3f210c61-103c-4668-ad3f-b4949d15b032	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004524	Probability of Heat wave days for cool season crops (>30°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/68ca9a5e-68b7-4323-823c-5952d20bf341	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004525	Probability of Heat wave days for warm season crops (>35°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/1fa2de81-3f44-4987-8f2f-7f7c3be7121f	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004526	Probability of Ice freeze days (herbaceous crops) during non-growing season (<-5°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/caeb0592-8c95-4461-b9a5-5fde7f2ccbb3	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004527	Probability of Ice freeze days (herbaceous crops) in dormant period (< -15°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/14b1d307-82d2-4e88-a518-a51ae38b9e58	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004528	Probability of Ice freeze days (woody crops) during non-growing season (<-10°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/7a4c7560-3f86-4210-9561-ff77709acb96	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004529	Probability of Ice freeze days (woody crops) in dormant period (< -30°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/8a09413a-0a01-4aab-8925-720d987deb20	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004530	Probability of Maximum Wind above 50km/h		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/e06a4d57-b4b8-4ee2-86a9-f3fbc83afcfd	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004531	Probability of Maximum Wind above 70km/h		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/47dea8fa-50a9-4ce2-9c1d-dc589060e9d4	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004532	Probability of maximum wind above 90km/h		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/79f700ee-705d-4bf7-a5b4-8f9e43c756fa	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004533	Probability of Strong Wind Day Occurrence		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/56a19fb7-5963-443f-8488-a97e78b81239	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004534	Probability of the annual minimum snow and ice (MSI) presence over Canada		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/808b84a1-6356-4103-a8e9-db46d5c20fcf	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004535	Probability of total precipitation above 100mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/ca1b965b-6826-42dd-9c9e-af67ec9866f9	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004536	Probability of total precipitation above 25mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/0e500345-e8a6-4374-8d89-71bd513df956	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004537	Probability of total precipitation above 50mm		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/612d646f-767e-4333-a02b-5029a9c48c18	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0001816	Program Delivery Branch (PDB)		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0001817	Program Delivery Insight & Innovation Team		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001886	Program Innovation and Measurement Team		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001899	Program Operations		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001896	Program Operations Branch		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0004538	Projected average change in mean temperature for 2016-2035 based on RCP2.6 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/5004eff1-6200-4c47-918f-b872e53260a3	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004539	Projected average change in mean temperature for 2016-2035 based on RCP4.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/57adb699-4c98-4694-8540-08625cab9ab9	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004540	Projected average change in mean temperature for 2016-2035 based on RCP8.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/6272b8c2-5c8b-408c-a8c8-95b27f5b59f6	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004543	Projected average change in mean temperature for 2046−2065 based on RCP2.6 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/5cc142ca-d9bf-43b3-8f90-3d14eac1cd7f	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004541	Projected average change in mean temperature for 2046-2065 based on RCP4.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/44d8225f-ffde-4c1a-b852-ca93df0729e3	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004542	Projected average change in mean temperature for 2046-2065 based on RCP8.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/8a7c6938-ac77-4afb-af36-a472f4d6693a	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004544	Projected average change in mean temperature for 2081-2100 based on RCP2.6 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/025fcebf-1b52-4013-9cd3-006ab1f00bf9	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004545	Projected average change in mean temperature for 2081-2100 based on RCP4.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/a97a4294-121e-488b-99d7-6136b933af89	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004546	Projected average change in mean temperature for 2081-2100 based on RCP8.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/0ce538f3-65c5-4b18-8c80-1459ebae66e1	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004547	Projected change in mean temperature		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/4283d729-dd16-4d96-9712-d61a27511ae6	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004548	Projected Precipitation change based on CMIP5 multi-model ensembles		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/eddd6eaf-34d7-4452-a994-3d928115a68b	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004549	Projected relative change in mean precipitation		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/22ca9127-eef9-4346-8d92-1be390df9605	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004550	Projected relative change in mean precipitation for 2016-2035 based on RCP2.6 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/6956a8f8-4cb0-43ce-a8a4-e678fab9ccdb	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004551	Projected relative change in mean precipitation for 2016-2035 based on RCP4.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/ebd1f2e6-b245-47dc-a094-d65cbfc81afd	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004552	Projected relative change in mean precipitation for 2016-2035 based on RCP8.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/60e7157a-72ed-4017-a8db-7a0e39553e7a	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004553	Projected relative change in mean precipitation for 2046-2065 based on RCP2.6 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/0aa0cd82-993b-48e8-9524-c651a4e5ddc9	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004554	Projected relative change in mean precipitation for 2046-2065 based on RCP4.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/3abbdf26-7a0d-4b33-b6be-cf5303167ff2	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004555	Projected relative change in mean precipitation for 2046-2065 based on RCP8.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/bbff6c5f-20df-4aea-843e-10ce4e49dbcf	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004556	Projected relative change in mean precipitation for 2081-2100 based on RCP2.6 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/92e3517a-9a18-4059-81d1-69c57c2eaa0c	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004557	Projected relative change in mean precipitation for 2081-2100 based on RCP4.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/08ed9d99-126a-42b8-a1c6-e46f130c213e	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004558	Projected relative change in mean precipitation for 2081-2100 based on RCP8.5 (50th percentile)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/81ffd58c-c23e-4930-bc68-cdf9179b37a2	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004559	Projected Sea Ice Concentration change based on CMIP5 multi-model ensembles		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/78f9e3e0-3a12-4321-99dd-eed047c31e5e	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004560	Projected Sea Ice Thickness change based on CMIP5 multi-model ensembles		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/b6a68b05-58f3-4d71-89d8-25b5a5277796	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004561	Projected Snow Depth change based on CMIP5 multi-model ensembles		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/0933f0dc-3625-4583-828a-86d032e4b737	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004562	Projected surface Wind Speed change based on CMIP5 multi-model ensembles		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/e0c71149-db7a-4700-acfd-1c8f9d778354	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004563	Projected Temperature change based on CMIP5 multi-model ensembles		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/1e86f4f7-da88-403e-bd44-92065c0fd568	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
